DateIn,DateOut,Postition,Container,Plot,Distance,Type,DepthCM,WTholder,Wet+holder,Dry+holder,DryWT,,
14-Nov-05,18-Nov-05,3B,44A,I,10,OM,15-18,41.05,53.84,44.82,3.77,,
14-Nov-05,18-Nov-05,3C,7,I,20,OM,0-3,45.1,57.37,49.8,4.7,3,
14-Nov-05,18-Nov-05,3D,58,I,20,OM,3-6,44.89,73.4,61.78,16.89,,
14-Nov-05,18-Nov-05,2A,46,I,20,mix,6-9,46.57,89,85.59,39.02,,
14-Nov-05,18-Nov-05,2B,42,I,20,Min,,45.9,106.8,94.26,48.36,,
14-Nov-05,18-Nov-05,2C,1,I,30,OM,0-3,44.36,64.68,52.05,7.69,1,
14-Nov-05,18-Nov-05,2D,21,I,30,OM,3-6,43.39,63.73,48.12,4.73,,
14-Nov-05,18-Nov-05,1A,16,I,30,OM,6-9,45.12,76.23,54.01,8.89,,
14-Nov-05,18-Nov-05,1B,3,I,30,Min,,44.52,89.35,81.03,36.51,,
14-Nov-05,18-Nov-05,1C,43,G,5,OM,0-3,45.15,73.96,55.6,10.45,2,
14-Nov-05,18-Nov-05,1D,,G,5,OM,3-6,43.98,66.94,53.83,9.85,,
18-Nov-05,23-Nov-05,18A,23B,T,0,OM,0-3,45.27,56.14,48.79,3.52,1,
18-Nov-05,23-Nov-05,18B,103,T,0,OM,3-6,42.49,58.19,46.28,3.79,,
18-Nov-05,23-Nov-05,18C,,,,,,,,,,,
18-Nov-05,23-Nov-05,18D,4,T,0,OM,6-9,46.47,68.37,51.42,4.95,,
18-Nov-05,23-Nov-05,17A,2,T,0,OM,9-12,46.56,73.78,55.35,8.79,,
18-Nov-05,23-Nov-05,17B,1,T,0,OM,12-15,46.12,70.05,58.91,12.79,,
18-Nov-05,23-Nov-05,17C,4A,T,0,Min,,44.07,82.56,73.25,29.18,,
18-Nov-05,23-Nov-05,17D,65,T,E,OM,0-3,46.36,59.57,49.39,3.03,1,
18-Nov-05,23-Nov-05,16A,34,T,E,OM,3-6,45.86,59.02,50.89,5.03,,
18-Nov-05,23-Nov-05,16B,64,T,E,OM,6-9,43.02,59.13,46.95,3.93,,
18-Nov-05,23-Nov-05,16C,56,T,E,OM,9-12,45.66,70.68,53.35,7.69,,
18-Nov-05,23-Nov-05,16D,66,T,E,Min,,45.62,94.19,79.41,33.79,,
18-Nov-05,23-Nov-05,15A,30,T,10,OM,0-3,45.28,69.76,50.92,5.64,2,
18-Nov-05,23-Nov-05,15B,65,T,10,OM,3-6,43.04,65.59,49.95,6.91,,
18-Nov-05,23-Nov-05,15C,54,T,10,OM,6-9,43.62,70.14,51.18,7.56,,
18-Nov-05,23-Nov-05,15D,15,T,10,Min,,45.16,91.35,80.4,35.24,,
18-Nov-05,23-Nov-05,14A,72,T,20,mix,0-3,44.44,64.71,49.66,5.22,2,
18-Nov-05,23-Nov-05,14B,24,T,20,mix,3-6,45.34,74.25,51.95,6.61,,
18-Nov-05,23-Nov-05,14C,2B,T,20,mix,6-9,45.81,61.63,56.08,10.27,,
18-Nov-05,23-Nov-05,14D,7,T,20,Min,,43.56,84.17,73.33,29.77,,
18-Nov-05,23-Nov-05,13A,1,T,30,mix,0-3,44.67,69.92,58.53,13.86,4,
18-Nov-05,23-Nov-05,13B,62,T,30,mix,3-6,46.47,72.53,60.02,13.55,,
18-Nov-05,23-Nov-05,13C,68,T,30,mix,6-9,44.14,68.99,57.78,13.64,,
18-Nov-05,23-Nov-05,13D,53,T,30,Min,,46.22,67.54,60.36,14.14,,
18-Nov-05,23-Nov-05,12A,35,D,0,OM,0-3,44.05,64.84,48.74,4.69,2,
18-Nov-05,23-Nov-05,12B,28,D,0,OM,3-6,44.83,63.59,49.4,4.57,,
18-Nov-05,23-Nov-05,12C,56,D,0,mix,6-9,44.98,67.28,50.97,5.99,,
18-Nov-05,23-Nov-05,12D,60,D,0,mix,9-12,44.11,67,51.29,7.18,,
18-Nov-05,23-Nov-05,11A,58,D,0,Min,,44.12,84.02,66.94,22.82,,
18-Nov-05,23-Nov-05,11B,62,D,E,Om,0-3,45.79,65.99,52.06,6.27,3,
18-Nov-05,23-Nov-05,11C,40,D,E,mix,3-6,45.01,73.3,59.02,14.01,,
18-Nov-05,23-Nov-05,11D,15,D,E,mix,6-9,44.53,77.49,63.57,19.04,,
18-Nov-05,23-Nov-05,10A,157,D,E,mix,9-12,46.24,82.76,68.67,22.43,,
18-Nov-05,23-Nov-05,10B,62,D,E,mix,12-15,45.75,84.61,67.16,21.41,,
18-Nov-05,23-Nov-05,10C,57,D,E,Min,,43.36,105.05,81.41,38.05,,
18-Nov-05,23-Nov-05,10D,22,D,10,mix,0-3,45.82,84.27,67.16,21.34,5,
18-Nov-05,23-Nov-05,9A,37,D,10,mix,3-6,45.08,81.19,64.96,19.88,,
18-Nov-05,23-Nov-05,9B,107,D,10,mix,6-9,44.52,68.62,56.47,11.95,,
18-Nov-05,23-Nov-05,9C,26,D,10,Min,,46.57,86.91,62,15.43,,
18-Nov-05,23-Nov-05,9D,63,D,20,mix,0-3,46.3,74.67,56.44,10.14,4,
18-Nov-05,23-Nov-05,8A,6,D,20,mix,3-6,78.5,99.26,87.61,9.11,,
18-Nov-05,23-Nov-05,8B,A3,D,20,mix,6-9,45.95,68.9,54.68,8.73,,
18-Nov-05,23-Nov-05,8C,27,D,20,mix,9-12,44.04,69.41,53.34,9.3,,
18-Nov-05,23-Nov-05,8D,18A,D,20,Min,,45.93,78.1,55.17,9.24,,
18-Nov-05,23-Nov-05,7A,3B,D,30,mix,0-3,46.06,68.93,53.45,7.39,2,w
18-Nov-05,23-Nov-05,7B,LO,D,30,mix,3-6,45.36,73.37,53.09,7.73,,
18-Nov-05,23-Nov-05,7C,5,D,30,mix,6-9,45.09,69.76,51.42,6.33,,
18-Nov-05,23-Nov-05,7D,102,D,30,mix,9-12,43.83,68.64,51.1,7.27,,w
18-Nov-05,23-Nov-05,6A,5B,D,30,Min,,45.59,73.06,60.09,14.5,,
18-Nov-05,23-Nov-05,6B,30C,E,0,OM,0-3,46.02,60.45,52.22,6.2,1,
18-Nov-05,23-Nov-05,6C,9B,E,0,OM,3-6,43.59,53.94,46.5,2.91,,
18-Nov-05,23-Nov-05,6D,6B,E,0,OM,6-9,46.04,62.3,50.24,4.2,,
18-Nov-05,23-Nov-05,5A,2,E,0,OM,9-12,46.05,55.21,47.47,1.42,,
18-Nov-05,23-Nov-05,5B,9A,E,0,Min,,42.98,82.18,71.94,28.96,,
18-Nov-05,23-Nov-05,5C,B1,E,E,OM,0-3,44.39,63.62,49.99,5.6,1,
18-Nov-05,23-Nov-05,5D,23,E,E,OM,3-6,45.1,86.63,66.86,21.76,,
18-Nov-05,23-Nov-05,4A,70,E,E,Min,,44.54,91.35,76.27,31.73,,
18-Nov-05,23-Nov-05,4B,39,E,10,OM,0-3,42.92,60.71,47.7,4.78,1,
18-Nov-05,23-Nov-05,4C,32,E,10,OM,3-6,44.59,64.42,48.86,4.27,,
18-Nov-05,23-Nov-05,4D,3,E,10,OM,6-9,44.86,69.03,50.8,5.94,,w
18-Nov-05,23-Nov-05,3A,19,E,10,OM,9-12,46.08,75.04,52.92,6.84,,w
18-Nov-05,23-Nov-05,3B,44A,E,10,OM,12-15,41.05,67.41,47.96,6.91,,w
18-Nov-05,23-Nov-05,3C,7,E,10,OM,15-18,45.1,73.18,51.7,6.6,,w
18-Nov-05,23-Nov-05,3D,58,E,10,OM,18-21,44.89,76.9,52.2,7.31,,w
18-Nov-05,23-Nov-05,2A,46,E,20,mix,0-3,46.57,69.29,55.61,9.04,4,
18-Nov-05,23-Nov-05,2B,42,E,20,mix,3-6,45.9,74.79,57.68,11.78,,
18-Nov-05,23-Nov-05,2C,1,E,20,mix,6-9,44.36,53.74,48.38,4.02,,
18-Nov-05,23-Nov-05,2D,21,E,20,Min,,43.39,79.84,71.17,27.78,,
18-Nov-05,23-Nov-05,1A,16,E,30,Om,0-3,45.12,56.72,50.04,4.92,1,
18-Nov-05,23-Nov-05,1B,3,E,30,OM,3-6,44.52,58.69,48.2,3.68,,
18-Nov-05,23-Nov-05,1C,43,E,30,OM,6-9,45.15,78.9,61.96,16.81,,some min
18-Nov-05,23-Nov-05,1D,,E,30,min,,43.98,78.66,68.93,24.95,,
23-Nov-05,28-Nov-05,18A,23B,B,0,Om,0-3,45.27,58.29,48.49,3.22,1,
23-Nov-05,28-Nov-05,18B,103,B,0,Om,3-6,42.49,63.23,46.95,4.46,,
23-Nov-05,28-Nov-05,18C,,,,,,,,,,,
23-Nov-05,28-Nov-05,18D,4,B,0,Om,6-9,46.47,70.26,51.26,4.79,,w
23-Nov-05,28-Nov-05,17A,2,B,0,Om,9-12,46.56,66.55,50.55,3.99,,w
23-Nov-05,28-Nov-05,17B,1,B,0,Om,12-15,46.12,71.88,49.67,3.55,,w
23-Nov-05,28-Nov-05,17C,4A,B,0,Om,15-18,44.07,70.86,51.1,7.03,,w
23-Nov-05,28-Nov-05,17D,65,B,E,Om,0-3,46.36,65.77,51.5,5.14,,
23-Nov-05,28-Nov-05,16A,34,B,E,Om,3-6,45.86,75.08,52.72,6.86,1,
23-Nov-05,28-Nov-05,16B,64,B,E,Om,6-9,43.02,74.25,49.98,6.96,,
23-Nov-05,28-Nov-05,16C,56,B,E,Om,9-12,45.66,68.6,51.51,5.85,,
23-Nov-05,28-Nov-05,16D,66,B,E,Om,12-15,45.62,64.33,50.29,4.67,,
23-Nov-05,28-Nov-05,15A,30,B,E,Min,,45.28,101.55,77.29,32.01,,
23-Nov-05,28-Nov-05,15B,65,B,10,Om,0-3,43.04,60.86,47,3.96,2,
23-Nov-05,28-Nov-05,15C,54,B,10,Om,3-6,43.62,71.63,50.48,6.86,,
23-Nov-05,28-Nov-05,15D,15,B,10,Om,6-9,45.16,75.22,51.54,6.38,,w
23-Nov-05,28-Nov-05,14A,72,B,10,Om,9-12,44.44,67.46,50.2,5.76,,w
23-Nov-05,28-Nov-05,14B,24,B,10,Om,12-15,45.34,71.1,52.82,7.48,,
23-Nov-05,28-Nov-05,14C,2B,B,10,Om,15-18,45.81,82.15,54.01,8.2,,
23-Nov-05,28-Nov-05,14D,7,B,10,MIn,,43.56,67.3,53.92,10.36,,
23-Nov-05,28-Nov-05,13A,1,B,20,Om,0-3,44.67,69.15,48.82,4.15,3,
23-Nov-05,28-Nov-05,13B,62,B,20,Om,3-6,46.47,75.89,54.13,7.66,,
23-Nov-05,28-Nov-05,13C,68,B,20,mix,6-9,44.14,72.86,53.67,9.53,,
23-Nov-05,28-Nov-05,13D,53,B,20,mix,9-12,46.22,77.53,58.8,12.58,,
23-Nov-05,28-Nov-05,12A,35,B,20,mix,12-15,44.05,75.88,55.96,11.91,,
23-Nov-05,28-Nov-05,12B,28,B,20,mix,15-18,44.83,74.16,53.68,8.85,,
23-Nov-05,28-Nov-05,12C,56,B,20,mix,18-21,44.98,73.9,56.49,11.51,,
23-Nov-05,28-Nov-05,12D,60,B,30,mix,0-3,44.11,89,68.99,24.88,5,
23-Nov-05,28-Nov-05,11A,58,B,30,mix,3-6,44.12,67.8,57.32,13.2,,
23-Nov-05,28-Nov-05,11B,62,B,30,Min,,45.79,116.06,86.02,40.23,,
23-Nov-05,28-Nov-05,11C,40,L,0,Om,0-3,45.01,65.73,51.49,6.48,1,
23-Nov-05,28-Nov-05,11D,15,L,0,Om,3-6,44.53,66.24,50.46,5.93,,
23-Nov-05,28-Nov-05,10A,157,L,0,Om,6-9,46.24,60.87,50.43,4.19,,
23-Nov-05,28-Nov-05,10B,62,L,0,Om,9-12,45.75,91.12,70.81,25.06,,
23-Nov-05,28-Nov-05,10C,57,L,0,MIn,,43.36,94,82.59,39.23,,
23-Nov-05,28-Nov-05,10D,22,L,E,Om,0-3,45.82,67.64,52.04,6.22,2,
23-Nov-05,28-Nov-05,9A,37,L,E,Om,3-6,45.08,66.58,54.26,9.18,,
23-Nov-05,28-Nov-05,9B,107,L,E,Om,6-9,44.52,64.96,51.6,7.08,,
23-Nov-05,28-Nov-05,9C,26,L,E,Min,,46.57,89.15,80.83,34.26,,
23-Nov-05,28-Nov-05,9D,63,L,10,mix,0-3,46.3,71.13,59.27,12.97,4,
23-Nov-05,28-Nov-05,8A,6,L,10,mix,3-6,78.5,107.2,93.71,15.21,,
23-Nov-05,28-Nov-05,8B,A3,L,10,Min,,45.95,100.75,89.66,43.71,,
23-Nov-05,28-Nov-05,8C,27,L,20,mix,0-3,44.04,63.23,52.49,8.45,3,4?
23-Nov-05,28-Nov-05,8D,18A,L,20,mix,3-6,45.93,67.2,57.92,11.99,,
23-Nov-05,28-Nov-05,7A,3B,L,20,mix,6-9,46.06,72.68,64.81,18.75,,
23-Nov-05,28-Nov-05,7B,LO,L,20,mix,9-12,45.36,66.21,58.88,13.52,,
23-Nov-05,28-Nov-05,7C,5,L,20,Min,,45.09,82.7,74.95,29.86,,
23-Nov-05,28-Nov-05,7D,102,L,30,mix,0-3,43.83,81.39,68.5,24.67,4,
23-Nov-05,28-Nov-05,6A,5B,L,30,mix,3-6,45.59,86.68,70.93,25.34,,
23-Nov-05,28-Nov-05,6B,30C,L,30,mix,6-9,46.02,77.55,66.06,20.04,,
23-Nov-05,28-Nov-05,6C,9B,L,30,Min,,43.59,77.58,71.06,27.47,,
23-Nov-05,28-Nov-05,6D,6B,A,0,Om,0-3,46.04,60.31,50.55,4.51,1,
23-Nov-05,28-Nov-05,5A,2,A,0,Om,3-6,46.05,55.36,47.15,1.1,,
23-Nov-05,28-Nov-05,5B,9A,A,0,Om,6-9,42.98,70.2,55.31,12.33,,
23-Nov-05,28-Nov-05,5C,B1,A,0,Om,9-12,44.39,67.68,52.91,8.52,,
23-Nov-05,28-Nov-05,5D,23,A,0,Min,,45.1,91.04,72.85,27.75,,
23-Nov-05,28-Nov-05,4A,70,A,E,mix,0-3,44.54,59.26,50.09,5.55,3,
23-Nov-05,28-Nov-05,4B,39,A,E,mix,3-6,42.92,68,56.9,13.98,,
23-Nov-05,28-Nov-05,4C,32,A,E,mix,6-9,44.59,72.04,53.8,9.21,,
23-Nov-05,28-Nov-05,4D,3,A,E,mix,9-12,44.86,91.99,75.48,30.62,,
23-Nov-05,28-Nov-05,3A,19,A,E,mix,12-15,46.08,77.88,67.71,21.63,,
23-Nov-05,28-Nov-05,3B,44A,A,E,mix,15-18,41.05,78.14,63.36,22.31,,
23-Nov-05,28-Nov-05,3C,7,A,E,Min,,45.1,119.52,106.6,61.5,,
23-Nov-05,28-Nov-05,3D,58,A,10,mix,0-3,44.89,63.17,51.08,6.19,3,
23-Nov-05,28-Nov-05,2A,46,A,10,mix,3-6,46.57,67.08,52.52,5.95,,
23-Nov-05,28-Nov-05,2B,42,A,10,Min,,45.9,89.31,66.24,20.34,,
23-Nov-05,28-Nov-05,2C,1,A,20,Om,0-3,44.36,70.85,51.38,7.02,1,
23-Nov-05,28-Nov-05,2D,21,A,20,Om,3-6,43.39,69.4,50.06,6.67,,
23-Nov-05,28-Nov-05,1A,16,A,20,Om,6-9,45.12,72.15,51.6,6.48,,
23-Nov-05,28-Nov-05,1B,3,A,20,Om,9-12,44.52,81.54,55.61,11.09,,
23-Nov-05,28-Nov-05,1C,43,A,20,Om,12-15,45.15,75.32,53.58,8.43,,
23-Nov-05,28-Nov-05,1D,,A,20,Om,15-18,43.98,76.64,51.57,7.59,,
28-Nov-05,02-Dec-05,18A,23B,A,20,Min,,45.27,71.36,58.88,13.61,,
28-Nov-05,02-Dec-05,18B,103,A,30,OM,0-3,42.49,61.17,47.22,4.73,1,
28-Nov-05,02-Dec-05,18C,,,,,,,,,,,
28-Nov-05,02-Dec-05,18D,4,A,30,OM,3-6,46.47,80.37,57.84,11.37,,
28-Nov-05,02-Dec-05,17A,2,A,30,OM,6-9,46.56,67.42,51.39,4.83,,
28-Nov-05,02-Dec-05,17B,1,A,30,OM,9-12,46.12,76.36,52.79,6.67,,
28-Nov-05,02-Dec-05,17C,4A,A,30,OM,12-15,44.07,73.63,52.38,8.31,,
28-Nov-05,02-Dec-05,17D,65,A,30,OM,15-18,46.36,85.74,55.99,9.63,,
28-Nov-05,02-Dec-05,16A,34,A,30,OM,18-21,45.86,69.11,52.6,6.74,,
28-Nov-05,02-Dec-05,16B,64,A,30,Min,,43.02,92.56,73.09,30.07,,
28-Nov-05,02-Dec-05,16C,56,P,0,OM,0-3,45.66,70.03,52.26,6.6,1,
28-Nov-05,02-Dec-05,16D,66,P,0,OM,3-6,45.62,71.06,51.87,6.25,,
28-Nov-05,02-Dec-05,15A,30,P,0,OM,6-9,45.28,70.72,51.58,6.3,,
28-Nov-05,02-Dec-05,15B,65,P,0,OM,9-12,43.04,76.14,54.86,11.82,,
28-Nov-05,02-Dec-05,15C,54,P,0,Min,,43.62,78.2,66.86,23.24,,
28-Nov-05,02-Dec-05,15D,15,P,E,OM,0-3,45.16,64.8,53.7,8.54,1,
28-Nov-05,02-Dec-05,14A,72,P,E,OM,3-6,44.44,54.89,47.43,2.99,,
28-Nov-05,02-Dec-05,14B,24,P,E,OM,6-9,45.34,73.99,58.99,13.65,,
28-Nov-05,02-Dec-05,14C,2B,P,E,Min,,45.81,95.59,81.09,35.28,,
28-Nov-05,02-Dec-05,14D,7,P,10,mix,0-3,43.56,66.77,52.75,9.19,3,
28-Nov-05,02-Dec-05,13A,1,P,10,mix,3-6,44.67,64.96,52.9,8.23,,
28-Nov-05,02-Dec-05,13B,62,P,10,mix,6-9,46.47,65.34,54.7,8.23,,
28-Nov-05,02-Dec-05,13C,68,P,10,Min,,44.14,104.54,88.81,44.67,,
28-Nov-05,02-Dec-05,13D,53,P,20,mix,0-3,46.22,72.83,51.63,5.41,4,
28-Nov-05,02-Dec-05,12A,35,P,20,mix,3-6,44.05,81.83,53.71,9.66,,
28-Nov-05,02-Dec-05,12B,28,P,20,mix,6-9,44.83,73.85,55.3,10.47,,
28-Nov-05,02-Dec-05,12C,56,P,20,mix,9-12,44.98,75.55,54.84,9.86,,
28-Nov-05,02-Dec-05,12D,60,P,20,mix,12-15,44.11,72.83,57.68,13.57,,
28-Nov-05,02-Dec-05,11A,58,P,20,mix,15-18,44.12,81.83,60.27,16.15,,
28-Nov-05,02-Dec-05,11B,62,P,20,Min,,45.79,82.74,64.64,18.85,,
28-Nov-05,02-Dec-05,11C,40,P,30,OM,0-3,45.01,65.59,50.87,5.86,3,
28-Nov-05,02-Dec-05,11D,15,P,30,OM,3-6,44.53,78.65,60.12,15.59,,
28-Nov-05,02-Dec-05,10A,157,P,30,mix,6-9,46.24,62.76,54.96,8.72,,
28-Nov-05,02-Dec-05,10B,62,P,30,Min,,45.75,92.21,80.19,34.44,,
28-Nov-05,02-Dec-05,10C,57,S,10,mix,0-3,43.36,73.69,52.93,9.57,4,
28-Nov-05,02-Dec-05,10D,22,S,10,mix,3-6,45.82,84.05,57.58,11.76,,
28-Nov-05,02-Dec-05,9A,37,S,10,mix,6-9,45.08,76.35,56.54,11.46,,
28-Nov-05,02-Dec-05,9B,107,S,10,mix,9-12,44.52,71.46,56.83,12.31,,
28-Nov-05,02-Dec-05,9C,26,S,10,mix,0-3,46.57,73.44,56.04,9.47,,
28-Nov-05,02-Dec-05,9D,63,S,10,mix,3-6,46.3,70.73,55.93,9.63,,
28-Nov-05,02-Dec-05,8A,6,S,10,mix,6-9,78.5,104.13,89,10.5,,
28-Nov-05,02-Dec-05,8B,A3,S,10,mix,9-12,45.95,67.09,53.52,7.57,,
28-Nov-05,02-Dec-05,8C,27,S,10,mix,12-15,44.04,64.19,51.91,7.87,,
28-Nov-05,02-Dec-05,8D,18A,S,10,mix,15-18,45.93,62.21,52.95,7.02,,
28-Nov-05,02-Dec-05,7A,3B,S,20,Min,,46.06,101.27,85.93,39.87,,
28-Nov-05,02-Dec-05,7B,LO,S,30,OM,0-3,45.36,72.23,52.46,7.1,1,
28-Nov-05,02-Dec-05,7C,5,S,30,OM,3-6,45.09,67.63,50.17,5.08,,
28-Nov-05,02-Dec-05,7D,102,S,30,OM,6-9,43.83,72.55,51.86,8.03,,
28-Nov-05,02-Dec-05,6A,5B,S,30,OM,9-12,45.59,75.41,53.29,7.7,,
28-Nov-05,02-Dec-05,6B,30C,S,30,OM,12-15,46.02,66.87,51.97,5.95,,
28-Nov-05,02-Dec-05,6C,9B,S,30,Min,,43.59,84.67,68.75,25.16,,
28-Nov-05,02-Dec-05,6D,6B,A,15,Min,,46.04,76.27,60.8,14.76,,
28-Nov-05,02-Dec-05,5A,2,P,15,Min,,46.05,75.87,53.7,7.65,,some wood
28-Nov-05,02-Dec-05,5B,9A,D,15,OM,0-3,42.98,75.16,56.55,13.57,2,
28-Nov-05,02-Dec-05,5C,B1,D,15,OM,3-6,44.39,69.52,53.32,8.93,,
28-Nov-05,02-Dec-05,5D,23,D,15,OM,6-9,45.1,70.67,56.37,11.27,,
28-Nov-05,02-Dec-05,4A,70,D,15,OM,9-12,44.54,62.07,50.09,5.55,,
28-Nov-05,02-Dec-05,4B,39,D,15,OM,12-15,42.92,64.39,49.6,6.68,,
28-Nov-05,02-Dec-05,4C,32,D,15,Min,,44.59,98.29,75.86,31.27,,
28-Nov-05,02-Dec-05,4D,3,D,5,mix,0-3,44.86,82.26,58.06,13.2,4,
28-Nov-05,02-Dec-05,3A,19,D,5,mix,3-6,46.08,81.34,62.26,16.18,,
28-Nov-05,02-Dec-05,3B,44A,D,5,mix,6-9,41.05,63.28,48.97,7.92,,
28-Nov-05,02-Dec-05,3C,7,D,5,mix,9-12,45.1,66.02,52.58,7.48,,
28-Nov-05,02-Dec-05,3D,58,D,5,Min,,44.89,91.48,72.52,27.63,,
28-Nov-05,02-Dec-05,2A,46,T,15,mix,0-3,46.57,83.84,56.51,9.94,3,
28-Nov-05,02-Dec-05,2B,42,T,15,mix,3-6,45.9,83.2,56.09,10.19,,
28-Nov-05,02-Dec-05,2C,1,T,15,mix,6-9,44.36,72.78,52.84,8.48,,
28-Nov-05,02-Dec-05,2D,21,T,15,mix,9-12,43.39,74.74,51.84,8.45,,
28-Nov-05,02-Dec-05,1A,16,T,15,mix,12-15,45.12,70.14,52.6,7.48,,
28-Nov-05,02-Dec-05,1B,3,T,15,mix,15-18,44.52,69.85,52.37,7.85,,
28-Nov-05,02-Dec-05,1C,43,T,15,mix,18-21,45.15,66.1,51.18,6.03,,
28-Nov-05,02-Dec-05,1D,,T,5,Min,,43.98,72.76,64.94,20.96,,
02-Dec-05,07-Dec-05,18A,23B,L,5,mix,0-3,45.27,79.03,59.83,14.56,4,
02-Dec-05,07-Dec-05,18B,103,L,5,mix,3-6,42.49,69.48,50.57,8.08,,
02-Dec-05,07-Dec-05,18C,,,,,,,,,,,
02-Dec-05,07-Dec-05,18D,4,L,5,mix,6-9,46.47,79.56,56.84,10.37,,
02-Dec-05,07-Dec-05,17A,2,L,5,mix,9-12,46.56,74.3,57.66,11.1,,
02-Dec-05,07-Dec-05,17B,1,L,5,mix,12-15,46.12,74.92,56.15,10.03,,
02-Dec-05,07-Dec-05,17C,4A,L,5,mix,15-18,44.07,80.43,60.82,16.75,,
02-Dec-05,07-Dec-05,17D,65,L,5,mix,18-21,46.36,62.5,52.33,5.97,,
02-Dec-05,07-Dec-05,16A,34,L,5,Min,,45.86,87.36,75.13,29.27,,
02-Dec-05,07-Dec-05,16B,64,L,15,OM,0-3,43.02,55.43,47.35,4.33,2,
02-Dec-05,07-Dec-05,16C,56,L,15,OM,3-6,45.66,60.22,50.18,4.52,,
02-Dec-05,07-Dec-05,16D,66,L,15,OM,6-9,45.62,65.6,52.22,6.6,,
02-Dec-05,07-Dec-05,15A,30,L,15,OM,9-12,45.28,56.39,49.62,4.34,,
02-Dec-05,07-Dec-05,15B,65,L,15,Min,,43.04,93.02,77.56,34.52,,
02-Dec-05,07-Dec-05,15C,54,P,5,mix,0-3,43.62,73.77,56.42,12.8,4,
02-Dec-05,07-Dec-05,15D,15,P,5,mix,3-6,45.16,79.44,64.25,19.09,,
02-Dec-05,07-Dec-05,14A,72,P,5,mix,6-9,44.44,65.4,56.35,11.91,,
02-Dec-05,07-Dec-05,14B,24,P,5,Min,,45.34,84.1,72.52,27.18,,
02-Dec-05,07-Dec-05,14C,2B,A,5,OM,0-3,45.81,71.18,51.95,6.14,1,
02-Dec-05,07-Dec-05,14D,7,A,5,OM,3-6,43.56,64.68,48.15,4.59,,w
02-Dec-05,07-Dec-05,13A,1,A,5,OM,6-9,44.67,69.04,50.4,5.73,,w
02-Dec-05,07-Dec-05,13B,62,A,5,OM,9-12,46.47,73.37,52.75,6.28,,w
02-Dec-05,07-Dec-05,13C,68,A,5,OM,12-15,44.14,67.3,53.94,9.8,,w
02-Dec-05,07-Dec-05,13D,53,A,5,Min,,46.22,82.33,69.45,23.23,,
02-Dec-05,07-Dec-05,12A,35,B,15,mix,0-3,44.05,69.47,50.02,5.97,3 or 4,
02-Dec-05,07-Dec-05,12B,28,B,15,mix,3-6,44.83,80.94,56.1,11.27,,
02-Dec-05,07-Dec-05,12C,56,B,15,mix,6-9,44.98,86.83,56.47,11.49,,
02-Dec-05,07-Dec-05,12D,60,B,15,Min,,44.11,93.73,76.83,32.72,,
02-Dec-05,07-Dec-05,11A,58,B,5,mix,0-3,44.12,86.95,69.07,24.95,4,
02-Dec-05,07-Dec-05,11B,62,B,5,mix,3-6,45.79,79.2,62.73,16.94,,
02-Dec-05,07-Dec-05,11C,40,B,5,Min,,45.01,94.04,79.57,34.56,,
02-Dec-05,07-Dec-05,11D,15,P,15,mix,0-3,44.53,90.55,60.8,16.27,4,
02-Dec-05,07-Dec-05,10A,157,P,15,mix,3-6,46.24,84.69,57.23,10.99,,
02-Dec-05,07-Dec-05,10B,62,P,15,mix,6-9,45.75,75.5,55.76,10.01,,
02-Dec-05,07-Dec-05,10C,57,A,15,mix,0-3,43.36,73.78,52.05,8.69,3,
02-Dec-05,07-Dec-05,10D,22,A,15,mix,3-6,45.82,92.43,67.08,21.26,,
02-Dec-05,07-Dec-05,9A,37,A,15,mix,6-9,45.08,77.19,56.57,11.49,,
02-Dec-05,07-Dec-05,9B,107,A,15,mix,9-12,44.52,73.96,57.52,13,,
02-Dec-05,07-Dec-05,9C,26,T,5,mix,0-3,46.57,81.58,60.77,14.2,4,
02-Dec-05,07-Dec-05,9D,63,T,5,mix,3-6,46.3,82.04,65.59,19.29,,
02-Dec-05,07-Dec-05,8A,6,T,5,mix,6-9,78.5,111.97,90.16,11.66,,
02-Dec-05,07-Dec-05,8B,A3,C,5,OM,0-3,45.95,77.51,58.42,12.47,3,
02-Dec-05,07-Dec-05,8C,27,C,5,mix,3-6,44.04,65.77,54.14,10.1,,
02-Dec-05,07-Dec-05,8D,18A,C,5,mix,6-9,45.93,70.69,55.76,9.83,,
02-Dec-05,07-Dec-05,7A,3B,C,5,Min,,46.06,75.63,64.26,18.2,,
02-Dec-05,07-Dec-05,7B,LO,C,15,OM,0-3,45.36,66.02,52.73,7.37,2,
02-Dec-05,07-Dec-05,7C,5,C,15,OM,3-6,45.09,62.62,51.09,6,,
02-Dec-05,07-Dec-05,7D,102,C,15,OM,6-9,43.83,76.07,56.18,12.35,,
02-Dec-05,07-Dec-05,6A,5B,C,15,OM,9-12,45.59,73.11,55.85,10.26,,
02-Dec-05,07-Dec-05,6B,30C,C,15,Min,,46.02,69.99,60.76,14.74,,
02-Dec-05,07-Dec-05,6C,9B,G,5,Min,,43.59,92.18,77.43,33.84,,
02-Dec-05,07-Dec-05,6D,6B,G,15,OM,0-3,46.04,64.29,51.83,5.79,1,
02-Dec-05,07-Dec-05,5A,2,G,15,OM,3-6,46.05,65.04,48.89,2.84,,
02-Dec-05,07-Dec-05,5B,9A,G,15,OM,6-9,42.98,71.46,52.72,9.74,,
